2024-03-16 13:29:00,311 - StrategyLogger - INFO - coin=AGIXUSDT, real_time=16.03.2024 13:29:00, open_price=1.11041, close_price=1.11039, upper_ratio=-0.002%, lower_ratio=-0.002%
2024-03-16 13:29:00,682 - StrategyLogger - INFO - coin=PEPEUSDT, real_time=16.03.2024 13:29:00, open_price=7.93e-06, close_price=7.95e-06, upper_ratio=0.252%, lower_ratio=0.252%
2024-03-16 13:29:01,060 - StrategyLogger - INFO - coin=FETUSDT, real_time=16.03.2024 13:29:00, open_price=2.5875, close_price=2.591, upper_ratio=0.135%, lower_ratio=0.135%
2024-03-16 13:29:01,519 - StrategyLogger - INFO - coin=BNBUSDT, real_time=16.03.2024 13:29:00, open_price=612.1, close_price=612.0, upper_ratio=-0.016%, lower_ratio=-0.016%
2024-03-16 13:29:01,914 - StrategyLogger - INFO - coin=BTCUSDT, real_time=16.03.2024 13:29:00, open_price=68809.65, close_price=68837.3, upper_ratio=0.040%, lower_ratio=0.040%
2024-03-16 13:29:02,389 - StrategyLogger - INFO - coin=WLDUSDT, real_time=16.03.2024 13:29:00, open_price=9.181, close_price=9.186, upper_ratio=0.054%, lower_ratio=0.054%
2024-03-16 13:29:02,745 - StrategyLogger - INFO - coin=ETHUSDT, real_time=16.03.2024 13:29:00, open_price=3697.0, close_price=3698.93, upper_ratio=0.052%, lower_ratio=0.052%
2024-03-16 13:29:03,172 - StrategyLogger - INFO - coin=ARKMUSDT, real_time=16.03.2024 13:29:00, open_price=2.875, close_price=2.8803, upper_ratio=0.184%, lower_ratio=0.184%
2024-03-16 13:29:03,580 - StrategyLogger - INFO - coin=FLOKIUSDT, real_time=16.03.2024 13:29:00, open_price=0.00023998, close_price=0.00023938, upper_ratio=-0.250%, lower_ratio=-0.250%
2024-03-16 13:29:03,950 - StrategyLogger - INFO - coin=BTCUSDT, real_time=16.03.2024 13:29:02, open_price=68837.3, close_price=68830.01, upper_ratio=-0.011%, lower_ratio=-0.011%
2024-03-16 13:29:04,334 - StrategyLogger - INFO - coin=ETHUSDT, real_time=16.03.2024 13:29:02, open_price=3698.92, close_price=3698.92, upper_ratio=0.000%, lower_ratio=0.000%
2024-03-16 13:29:04,702 - StrategyLogger - INFO - coin=BNBUSDT, real_time=16.03.2024 13:29:02, open_price=612.1, close_price=612.2, upper_ratio=0.016%, lower_ratio=0.016%
2024-03-16 13:29:05,055 - StrategyLogger - INFO - coin=WLDUSDT, real_time=16.03.2024 13:29:02, open_price=9.187, close_price=9.186, upper_ratio=-0.011%, lower_ratio=-0.011%
2024-03-16 13:29:05,414 - StrategyLogger - INFO - coin=PEPEUSDT, real_time=16.03.2024 13:29:02, open_price=7.95e-06, close_price=7.95e-06, upper_ratio=0.000%, lower_ratio=0.000%
2024-03-16 13:29:05,901 - StrategyLogger - INFO - coin=FLOKIUSDT, real_time=16.03.2024 13:29:02, open_price=0.00023939, close_price=0.00023945, upper_ratio=0.025%, lower_ratio=0.025%
2024-03-16 13:29:06,262 - StrategyLogger - INFO - coin=FETUSDT, real_time=16.03.2024 13:29:02, open_price=2.591, close_price=2.591, upper_ratio=0.000%, lower_ratio=0.000%
2024-03-16 13:29:06,685 - StrategyLogger - INFO - coin=AGIXUSDT, real_time=16.03.2024 13:29:02, open_price=1.11022, close_price=1.1104, upper_ratio=0.016%, lower_ratio=0.016%
2024-03-16 13:29:07,055 - StrategyLogger - INFO - coin=ARKMUSDT, real_time=16.03.2024 13:29:02, open_price=2.8807, close_price=2.8808, upper_ratio=0.003%, lower_ratio=0.003%
