2024-03-16 00:09:08,304 - StrategyLogger - INFO - coin = ETHUSDT, real_time=16.03.2024 00:09:08, open_price=3674.11, close_price=3674.6, upper_ratio=0.013%, lower_ratio=0.013%
2024-03-16 00:09:08,317 - StrategyLogger - INFO - coin = BNBUSDT, real_time=16.03.2024 00:09:08, open_price=594.4, close_price=593.9, upper_ratio=-0.084%, lower_ratio=-0.084%
2024-03-16 00:09:08,436 - StrategyLogger - INFO - coin = BTCUSDT, real_time=16.03.2024 00:09:08, open_price=67761.09, close_price=67758.68, upper_ratio=-0.004%, lower_ratio=-0.004%
2024-03-16 00:09:10,371 - StrategyLogger - INFO - coin = ETHUSDT, real_time=16.03.2024 00:09:10, open_price=3674.11, close_price=3675.35, upper_ratio=0.034%, lower_ratio=0.034%
2024-03-16 00:09:10,371 - StrategyLogger - INFO - coin = BNBUSDT, real_time=16.03.2024 00:09:10, open_price=594.4, close_price=593.9, upper_ratio=-0.084%, lower_ratio=-0.084%
2024-03-16 00:09:10,441 - StrategyLogger - INFO - coin = BTCUSDT, real_time=16.03.2024 00:09:10, open_price=67761.09, close_price=67758.17, upper_ratio=-0.004%, lower_ratio=-0.004%
2024-03-16 00:09:12,419 - StrategyLogger - INFO - coin = ETHUSDT, real_time=16.03.2024 00:09:12, open_price=3674.11, close_price=3673.86, upper_ratio=-0.007%, lower_ratio=-0.007%
2024-03-16 00:09:12,471 - StrategyLogger - INFO - coin = BTCUSDT, real_time=16.03.2024 00:09:12, open_price=67761.09, close_price=67734.64, upper_ratio=-0.039%, lower_ratio=-0.039%
2024-03-16 00:09:12,487 - StrategyLogger - INFO - coin = BNBUSDT, real_time=16.03.2024 00:09:12, open_price=594.4, close_price=593.4, upper_ratio=-0.168%, lower_ratio=-0.168%
2024-03-16 00:09:14,501 - StrategyLogger - INFO - coin = BNBUSDT, real_time=16.03.2024 00:09:14, open_price=594.4, close_price=593.2, upper_ratio=-0.202%, lower_ratio=-0.202%
2024-03-16 00:09:14,502 - StrategyLogger - INFO - coin = BTCUSDT, real_time=16.03.2024 00:09:14, open_price=67761.09, close_price=67710.0, upper_ratio=-0.075%, lower_ratio=-0.075%
2024-03-16 00:09:14,522 - StrategyLogger - INFO - coin = ETHUSDT, real_time=16.03.2024 00:09:14, open_price=3674.11, close_price=3672.64, upper_ratio=-0.040%, lower_ratio=-0.040%
2024-03-16 00:09:16,570 - StrategyLogger - INFO - coin = BTCUSDT, real_time=16.03.2024 00:09:16, open_price=67761.09, close_price=67674.69, upper_ratio=-0.128%, lower_ratio=-0.128%
2024-03-16 00:09:16,783 - StrategyLogger - INFO - coin = BNBUSDT, real_time=16.03.2024 00:09:16, open_price=594.4, close_price=593.1, upper_ratio=-0.219%, lower_ratio=-0.219%
2024-03-16 00:09:17,116 - StrategyLogger - INFO - coin = ETHUSDT, real_time=16.03.2024 00:09:17, open_price=3674.11, close_price=3670.83, upper_ratio=-0.089%, lower_ratio=-0.089%
2024-03-16 00:09:18,659 - StrategyLogger - INFO - coin = BTCUSDT, real_time=16.03.2024 00:09:18, open_price=67761.09, close_price=67664.53, upper_ratio=-0.143%, lower_ratio=-0.143%
2024-03-16 00:09:18,843 - StrategyLogger - INFO - coin = BNBUSDT, real_time=16.03.2024 00:09:18, open_price=594.4, close_price=593.0, upper_ratio=-0.236%, lower_ratio=-0.236%
2024-03-16 00:09:19,156 - StrategyLogger - INFO - coin = ETHUSDT, real_time=16.03.2024 00:09:19, open_price=3674.11, close_price=3670.07, upper_ratio=-0.110%, lower_ratio=-0.110%
2024-03-16 00:09:20,664 - StrategyLogger - INFO - coin = BTCUSDT, real_time=16.03.2024 00:09:20, open_price=67761.09, close_price=67660.01, upper_ratio=-0.149%, lower_ratio=-0.149%
2024-03-16 00:09:21,036 - StrategyLogger - INFO - coin = BNBUSDT, real_time=16.03.2024 00:09:21, open_price=594.4, close_price=592.5, upper_ratio=-0.320%, lower_ratio=-0.320%
2024-03-16 00:09:21,187 - StrategyLogger - INFO - coin = ETHUSDT, real_time=16.03.2024 00:09:21, open_price=3674.11, close_price=3670.06, upper_ratio=-0.110%, lower_ratio=-0.110%
